root_id,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,side,nerve
720575940611554034,intrinsic,central,,,CB3349,,VLPl&p1_posterior,right,
720575940622539411,intrinsic,central,,,,SMP180,DL2_dorsal,right,
720575940638798141,intrinsic,central,,,CB3252,,SLPpl1,right,
720575940632369439,intrinsic,central,,,SLP212c,SLP212,putative_primary,left,
720575940625508752,intrinsic,central,,,CB3556,,LHp2,right,
720575940609641284,intrinsic,central,,,,SLP064,SLPav2,right,
720575940625216954,intrinsic,central,,,,SMP240,putative_primary,right,
720575940620907852,intrinsic,central,,,,"ATL038,ATL039",,left,
720575940628393713,intrinsic,central,,,,CL356,putative_primary,right,
720575940618308987,intrinsic,central,CX,tangential,"CB.FB3,4A1",FB4X,putative_primary,right,
720575940610469986,intrinsic,central,,,,SMP597,VLPd&p1_posterior,right,
720575940604383008,intrinsic,central,,,CB2438,,SLPpl1,left,
720575940631311391,intrinsic,central,,,CB0931,,SMPad2,right,
720575940614841666,intrinsic,central,,,CB1271,,DM1_dorsal,left,
720575940622317897,intrinsic,central,CX,columnar,,FS2,DM3_CX_d2,left,
720575940614742028,intrinsic,central,,,,SMP160,VLPa1_medial,left,
720575940635196334,intrinsic,central,,,,,DM2_central,left,
720575940621374374,intrinsic,visual_projection,,,LTe37,"PLP011,SLP339",LHl3,right,
720575940629998444,intrinsic,central,,,CB3300,,SMPpm1,right,
720575940628165019,intrinsic,central,CX,tangential,CB.FB7E1,,DL1_dorsal,left,
720575940623693667,intrinsic,central,,,,SMP036,AOTUv2,left,
720575940631595603,intrinsic,central,,,CB0066,,LB5,right,
720575940619897734,intrinsic,central,Kenyon_Cell,,,KCab-p,MBp3,right,
720575940609814281,intrinsic,central,,,CB0946,,LHp2,right,
720575940629507706,intrinsic,central,Kenyon_Cell,,,KCab-p,MBp1,right,
720575940629525047,intrinsic,central,,,,SMP253,SMPpv2_dorsal,left,
720575940630670890,intrinsic,central,,,CB0310,,putative_primary,left,
720575940610210034,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp3,right,
720575940652214262,intrinsic,central,,,,AVLP032,putative_primary,right,
720575940621033152,intrinsic,central,,,,SMP229,SLPpl1,right,
720575940627784442,intrinsic,central,,,CB1495,,LHp2,left,
720575940627580702,intrinsic,central,,,,SLP457,putative_primary,right,
720575940641178253,intrinsic,visual_projection,,,LTe68,"SIP062,SIP063",VLPd&p1_posterior,right,
720575940621924120,intrinsic,central,,,,LAL110,CREl1,left,
720575940632102607,intrinsic,central,,,,AOTU059,DL1_ventral,right,
720575940629836793,intrinsic,central,,,CB1234,,FLAa3,right,
720575940637439566,intrinsic,central,,,SMP194,,DL1_dorsal,right,
720575940616828253,intrinsic,central,CX,columnar,,FS3,DM4_CX_d1,right,
720575940645432867,intrinsic,central,,,CB1163,,CREl1,left,
720575940616208965,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp4,right,
720575940622139613,intrinsic,central,,,CB1276,,LHa2,right,
720575940611722961,intrinsic,central,,,CB1357,,DL1_dorsal,right,
720575940624862339,intrinsic,central,,,,"CL166,CL168",CLp1,right,
720575940626305028,intrinsic,central,Kenyon_Cell,,,KCab-p,MBp1,right,
720575940630594066,intrinsic,central,,,CL161a,CL161,CLp1,left,
720575940617619457,intrinsic,central,,,,CRE106,,left,
720575940620032788,intrinsic,central,,,CB1957,,SMPp&v1_posterior,left,
720575940630181463,intrinsic,central,,,,aSP-g2,SLPal2,left,
720575940621296639,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp1,right,
720575940628982991,intrinsic,central,,,,CRE044,AOTUv1_medial,right,
720575940628245291,intrinsic,central,,,CB2413,,SMPad2,right,
720575940622865800,intrinsic,central,,,,SMP458,putative_primary,right,
720575940630165007,intrinsic,central,,,CB2367,,FLAa2,left,
720575940636148325,intrinsic,central,,,,SLP391,SMPpd1,right,
720575940620993008,intrinsic,central,,,,LHPV5a1,DL2_dorsal,right,
720575940611660714,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp3,right,
720575940630692986,intrinsic,central,,,,CL318,putative_primary,right,
720575940640324917,intrinsic,central,,,,"SMP546,SMP547",,right,
720575940604418993,intrinsic,central,,,CB2605,,FLAa2,right,
720575940637229289,intrinsic,central,,,SMP320b,SMP320,DM3_dorso_lateral,right,
720575940631271251,intrinsic,central,,,CB1656,LHPV5a2,DL2_dorsal,right,
720575940629402924,intrinsic,central,,,,AVLP039,VLPd1,right,
720575940641953933,intrinsic,central,,,,SMP357,SMPpd1,right,
720575940627293370,intrinsic,central,,,CL075b,CL075,SLPa&l1_anterior,right,
720575940640578931,intrinsic,central,,,,ATL001,SIPa1_dorsal,right,
720575940623036766,intrinsic,central,,,,DN1pA,putative_primary,right,
720575940625564816,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp1,right,
720575940613327085,intrinsic,central,,,,SAD074,VESa1,right,
720575940616483284,intrinsic,central,,,SMP162c,SMP162,VLPa1_medial,right,
720575940623802151,intrinsic,central,,,CB1369,,LB5,right,
720575940614719634,intrinsic,central,,,,LHAD1b4,LHl2_dorsal,right,
720575940638917027,intrinsic,central,,,,CL186,SMPp&v1_posterior,right,
720575940625649214,intrinsic,central,CX,tangential,CB.FB2G0,FB1G,DM4_dorsal,right,
720575940626640158,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp3,right,
720575940612747158,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp2,right,
720575940625781818,intrinsic,central,,,CB1430,,FLAa2,right,
720575940628135675,intrinsic,central,,,CB1127,,VLPl&p1_posterior,right,
720575940635978126,intrinsic,central,,,CB3121,,SLPpm3,right,
720575940636997744,intrinsic,central,,,,SMP507,DM4_dorsal,right,
720575940632585932,intrinsic,central,,,SMPp&v1B_M01,IB109,SMPp&v1_ventral,left,
720575940625385316,intrinsic,central,,,,CL178,SMPp&v1_posterior,right,
720575940632662611,intrinsic,central,,,CB2524,LHPV5a2,DL2_dorsal,right,
720575940614376615,intrinsic,central,,,,SMP568,VLPl&p1_posterior,right,
720575940613429314,intrinsic,central,CX,,,SA1,LALv1_dorsal,right,
720575940615062568,intrinsic,central,,,CB2367,,FLAa2,left,
720575940635033701,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp4,right,
720575940614871106,intrinsic,central,ALPN,multiglomerular,,VP1l+VP3_ilPN,putative_primary,left,
720575940620020769,intrinsic,central,Kenyon_Cell,,KCapbp-ap2,KCab-ap2,MBp1,right,
720575940626913161,intrinsic,central,,,,"CRE045,CRE046",AOTUv1_medial,right,
720575940628319546,intrinsic,central,,,,LAL115,,right,
720575940627476721,intrinsic,central,,,SMP320b,SMP320,DM3_dorso_lateral,right,
720575940643929111,intrinsic,central,,,CB1489,,DL1_dorsal,right,
720575940625158330,intrinsic,central,,,CB1610,,SLPpl1,right,
720575940624079288,intrinsic,central,,,CB1919,,FLAa2,right,
720575940614698582,intrinsic,central,,,CB2610,,SMPpv1,right,
720575940614935859,intrinsic,central,,,CB3235,,MX7,left,
720575940626549009,intrinsic,central,,,SMP399b,SMP399,DM4_dorsal,right,
720575940640443533,intrinsic,central,,,CB1769,,FLAa2,right,
720575940623463562,intrinsic,central,,,CB3735,,LHp2,right,
720575940615671494,intrinsic,central,Kenyon_Cell,,,KCab-p,MBp2,right,
720575940611800291,intrinsic,central,,,,"SIP078,SIP080",DM6_dorso_lateral,right,
720575940613563187,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp1,right,
720575940623438460,intrinsic,central,,,CB2138,,SMPpv1,right,
720575940628402770,intrinsic,central,,,,"SIP078,SIP080",DM6_dorso_lateral,right,
720575940622860426,intrinsic,central,,,,SMP066,SMPad2,right,
720575940627090179,intrinsic,central,,,CB3428,,SIPa1_ventral,right,
720575940631629643,intrinsic,central,,,,LHAD1b5,LHl2_dorsal,right,
720575940628269628,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940629944407,intrinsic,central,,,CB0960,,FLAa3,left,
720575940620324079,intrinsic,central,,,,SMP115,SMPad3,left,
720575940617112882,intrinsic,central,,,,,SLPal5,right,
720575940624155672,intrinsic,central,,,,LHPV5e1,DL2_dorsal,left,
720575940631993415,intrinsic,central,,,CB1261,,FLAa3,left,
720575940628104553,intrinsic,central,,,CB1324,,SMPp&v1_ventral,left,
720575940647961652,intrinsic,central,,,CB1697,,LHl2_dorsal,right,
720575940633209159,intrinsic,central,,,,LHAV2o1,putative_primary,right,
720575940610685538,intrinsic,central,,,,SLP170,,right,
720575940626405690,intrinsic,central,,,,SMP065,SMPad2,right,
720575940619099558,intrinsic,central,,,CB2814,,SLPpm2,right,
720575940626788625,intrinsic,central,,,,SMP534,SMPpd2,right,
720575940638808448,intrinsic,central,,,,SIP027,EBa1,right,
720575940627060648,intrinsic,central,,,,"SMP104,SMP105,SMP107",SMPad1,right,
720575940639160408,intrinsic,central,,,,SMP553,putative_primary,right,
720575940621742972,intrinsic,central,,,CB1200,,VLPd&p1_posterior,right,
720575940631159855,intrinsic,central,,,CB2363,,SIPa1_ventral,right,
720575940621007952,intrinsic,central,,,,SMP339,SMPpd1,right,
720575940619536331,intrinsic,central,,,,CL003,putative_primary,right,
720575940617591687,intrinsic,central,,,,AVLP494,VLPl&p1_posterior,right,
720575940622102561,intrinsic,central,,,,SMP333,SMPpd1,left,
720575940629563642,intrinsic,central,,,CB3121,,SLPpm3,right,
720575940651229430,intrinsic,central,,,CB2062,,DM1_antero_dorsal,right,
720575940622951181,intrinsic,central,,,,CL187,SMPp&v1_posterior,right,
720575940636263543,afferent,ascending,AN,AN_multi,AN_multi_97,,,right,CV
720575940617691170,intrinsic,central,DAN,,,PPL101,putative_primary,right,
720575940625641196,intrinsic,central,,,CB1749,,FLAa3,right,
720575940635870831,intrinsic,central,,,,SMP026,putative_primary,left,
720575940624314468,intrinsic,central,,,CB1675,,LHp2,right,
720575940636344824,intrinsic,visual_centrifugal,,,,LT34,putative_primary,right,
720575940643309197,intrinsic,central,MBON,,,MBON01,putative_primary,left,
720575940627094917,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp1,right,
720575940621317381,intrinsic,central,,,,PLP216,putative_primary,right,
720575940611769059,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp2,right,
720575940609651554,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp4,right,
720575940614098897,intrinsic,central,,,,SLP404,putative_primary,right,
720575940618715550,intrinsic,central,,,,LHPD2c7,putative_primary,right,
720575940626604563,intrinsic,central,,,SIP013a,SIP013,SIPa1_ventral,right,
720575940622213545,intrinsic,central,,,,SMP161,VLPa1_medial,left,
720575940613383633,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp1,right,
720575940606453769,intrinsic,central,,,CB2846,,CREa2_ventral,right,
720575940619686849,intrinsic,central,,,CB2517,,SLPpm2,right,
720575940619041133,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp1,right,
720575940638721955,intrinsic,central,CX,columnar,,"FS4A,FS4B,FS4C",DM4_CX_d3,left,
720575940615166111,intrinsic,central,,,,LHPV10d1,putative_primary,right,
720575940615551974,intrinsic,central,,,,SMP281,CLp2,right,
720575940610397026,intrinsic,central,,,CB1345,,FLAa2,left,
720575940627039048,intrinsic,central,,,,,AOTUv3_dorsal,right,
720575940638474147,intrinsic,central,CX,columnar,,FS3,DM3_CX_d1,right,
720575940631443304,intrinsic,central,DAN,,,PAM01,CREa2_medial,right,
720575940628665210,intrinsic,central,,,SIP047b,SIP047,VLPd&p1_posterior,right,
720575940628394716,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp4,right,
720575940621688414,intrinsic,central,,,,SMP165,putative_primary,left,
720575940619718383,intrinsic,central,,,CB1709,,SLPpl1,left,
720575940612615917,intrinsic,central,CX,tangential,CB.FB2E3,,DL1_dorsal,right,
720575940635836382,intrinsic,central,,,CB2894,,SLPpm2,right,
720575940622674835,intrinsic,central,,,,SMP047,SLPav2,right,
720575940610204373,intrinsic,central,,,CB1324,,SMPp&v1_ventral,right,
720575940628362993,efferent,endocrine,pars_lateralis,,,DNES1,,left,NCC
720575940618249797,intrinsic,central,MBON,,,MBON27,putative_primary,right,
720575940635640974,intrinsic,central,CX,tangential,CB.FB8E0,"FB8A,FB8H",DL1_dorsal,right,
720575940630950351,intrinsic,central,,,CB2194,,SLPad1_posterior,right,
720575940635059551,intrinsic,central,,,LHAD1c2c,LHAD1c2,LHl2_dorsal,right,
720575940633253602,intrinsic,central,,,CB1709,,SLPpl1,left,
720575940613738415,intrinsic,central,Kenyon_Cell,,KCapbp-ap2,KCab-ap2,MBp4,right,
720575940626090782,intrinsic,central,CX,tangential,CB.FB8D1,FB8G,AOTUv4_ventral,right,
720575940618306112,intrinsic,central,Kenyon_Cell,,KCapbp-ap1,KCab-ap1,MBp1,right,
720575940640757107,intrinsic,central,,,CB2217,,AOTUv4_dorsal,right,
720575940618694480,intrinsic,central,,,,CL010,SLPav2,right,
720575940617750173,intrinsic,central,Kenyon_Cell,,,KCab-p,MBp4,right,
720575940621250486,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp1,right,
720575940615072373,intrinsic,central,Kenyon_Cell,,KCapbp-m,KCab-m,MBp3,right,
720575940621203376,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp3,right,
720575940628983887,intrinsic,central,,,,LHPV6c1,LHp2,right,
720575940631796803,intrinsic,central,,,,LHAV3i1,,right,
720575940618609275,intrinsic,central,,,CB1683,,SLPad1_posterior,right,
720575940619832491,intrinsic,central,,,CB1648,,SMPad2,right,
720575940612127706,intrinsic,central,,,CB1240,,LHa3,right,
720575940611092036,intrinsic,central,,,CB2945,,SLPad1_posterior,right,
720575940618226245,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940628612112,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940629277687,intrinsic,central,Kenyon_Cell,,,KCg-m,MBp4,right,
720575940617021086,intrinsic,central,,,,SIP034,SLPad1_posterior,right,
720575940616644235,intrinsic,central,,,,SLP403,putative_primary,left,
720575940626672158,intrinsic,central,,,CB0943,,SMPpm1,right,
720575940620956173,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp2,right,
720575940627244699,intrinsic,central,Kenyon_Cell,,KCab,KCab-m,MBp2,right,
720575940629358391,intrinsic,central,,,,SMP089,putative_primary,left,
720575940638853693,intrinsic,central,,,CB3387,,SMPad2,right,
720575940627825786,intrinsic,central,,,,"SIP078,SIP080",DM6_dorso_lateral,left,
720575940607804939,intrinsic,central,Kenyon_Cell,,KCab,KCab-s,MBp3,right,
720575940615799308,intrinsic,central,,,,SMP109,putative_primary,left,
720575940628131627,intrinsic,central,,,,SLP405,DM6_dorso_lateral,left,
720575940636999280,intrinsic,central,,,,CL303,SMPpv2_ventral,right,
720575940619954342,intrinsic,central,,,,PS008,SMPad2,right,
720575940629859115,intrinsic,central,,,,CL111,putative_primary,right,
720575940613903778,intrinsic,central,,,,SMP169,LALv1_ventral,right,
720575940634788600,intrinsic,central,CX,tangential,"CB.FB3,4I6","FB4A,FB4D,FB4E,FB4F,FB4G,FB4H,FB4I,FB4J",LALv1_dorsal,right,
720575940619544779,intrinsic,central,CX,tangential,CB.FB5F1,FB5A,putative_primary,right,
720575940625960360,intrinsic,central,,,CB1008,,FLAa3,left,
720575940622428087,intrinsic,central,Kenyon_Cell,,KCapbp-ap1,KCab-ap1,MBp1,right,
720575940611313578,intrinsic,central,,,,PLP160,VPNp&v1_posterior,right,
720575940623972792,intrinsic,central,,,,SMP540,SMPpd2,left,
720575940642603464,intrinsic,central,DAN,,,PAM08,CREa2_medial,right,
720575940628237705,intrinsic,central,,,,LHAD3g1,VLPd&p1_dorsal,right,
720575940634813552,intrinsic,central,,,CB2310,,DL1_dorsal,right,
