root_id,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,side,nerve
720575940631244335,intrinsic,central,,,CB3321,,PSa1,left,
720575940617613392,afferent,sensory,mechanosensory,,,,,left,AN
720575940641702304,afferent,ascending,AN,AN_GNG,AN_GNG_42,,,left,CV
720575940642458784,intrinsic,central,,,CB0977,,MD3,left,
720575940631629160,efferent,descending,,,DNg47,,putative_primary,right,CV
720575940626465352,intrinsic,central,,,CB0979,,MD3,left,
720575940645611652,afferent,sensory,gustatory,taste_peg,,,,right,MxLbN
720575940632000979,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940628382875,afferent,ascending,AN,AN_multi,AN_multi_99,,,right,CV
720575940621715336,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940622921827,intrinsic,central,,,CB0893,,putative_primary,left,
720575940611206514,intrinsic,central,,,,PS174,putative_primary,left,
720575940624222205,intrinsic,central,,,CB2299,,LB5,left,
720575940615794077,efferent,descending,,,DNpe015,,PSp2,left,CV
720575940630151030,intrinsic,central,,,CB1282,,DM5_ventral,left,
720575940605443017,intrinsic,central,,,CB1488,,TRdm,right,
720575940622474868,afferent,ascending,AN,AN_multi,AN_multi_124,,,right,CV
720575940637031770,intrinsic,central,,,,"PPM1204,PS139",DM2_or_DM3_posterior,left,
720575940629390700,intrinsic,central,,,CB1055,,WEDd2,left,
720575940617000768,afferent,sensory,gustatory,sugar/water,LB3,,,left,MxLbN
720575940611436913,intrinsic,central,,,CB1092,,LB3,left,
720575940624718060,intrinsic,central,,,CB1072,,DM1_dorsal,left,
720575940642291872,intrinsic,central,,,CB1435,,LB19,right,
720575940629025324,afferent,sensory,gustatory,sugar/water,LB3,,,left,MxLbN
720575940620633947,intrinsic,central,,,CB0400,,putative_primary,right,
720575940622284947,intrinsic,central,,,CB0687,hb-482071823,putative_primary,left,
720575940618086535,efferent,descending,,,DNge115,,LB7,right,CV
720575940620711384,intrinsic,central,,,,IB068,DM5_central,left,
720575940629316089,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940620859630,efferent,descending,,,DNge052,,putative_primary,right,CV
720575940642428405,intrinsic,central,,,,SAD035,ALl1_ventral,left,
720575940612686233,intrinsic,central,,,CB3562,,TRdm,right,
720575940619170462,intrinsic,central,,,CB0599,,MX3,left,
720575940624224253,intrinsic,central,,,CB3680,,putative_primary,right,
720575940644318756,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,right,MxLbN
720575940612586151,efferent,descending,,,DNge017,,LB12,right,CV
720575940620591837,intrinsic,central,,,CB1038,,MD3,left,
720575940644464544,intrinsic,central,,,CB0031,,putative_primary,right,
720575940631672268,afferent,ascending,AN,AN_multi,AN_multi_50,,,left,CV
720575940633183559,afferent,ascending,AN,AN_GNG_VES,AN_GNG_VES_9,,,left,CV
720575940635507380,intrinsic,central,,,,SLP237,ALl1_ventral,left,
720575940618238635,afferent,ascending,AN,AN_AVLP_PVLP,AN_AVLP_PVLP_8,,,right,CV
720575940629044854,afferent,ascending,AN,AN_AVLP,AN_AVLP_50,,,right,CV
720575940629875560,intrinsic,central,,,CB1087,,VESa2,left,
720575940603792486,afferent,ascending,AN,AN_GNG,AN_GNG_163,,,right,CV
720575940624342812,intrinsic,central,,,CB3746,,MX3,right,
720575940617212134,afferent,sensory,mechanosensory,,JO-EVM,,,left,AN
720575940620527707,intrinsic,central,,,,SLP213,,left,
720575940620751231,intrinsic,central,,,CB1741,,TRdl_b,left,
720575940625454162,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_2,,,right,CV
720575940615385055,intrinsic,central,,,,,LB0_anterior,center,
720575940637618142,efferent,descending,,,DNpe043,CL207,SMPpm1,right,CV
720575940630139386,efferent,motor,,,CB0804,,putative_primary,right,AN
720575940626941080,intrinsic,central,,,CB0541,,TRdm,right,
720575940618096321,afferent,ascending,AN,AN_GNG,AN_GNG_169,,,right,CV
720575940627247802,intrinsic,visual_centrifugal,,,,5-HTPMPV03,putative_primary,right,
720575940620405869,afferent,ascending,AN,,,,,left,CV
720575940625100121,intrinsic,central,,,CB2246,,LALa1_posterior,left,
720575940622917927,intrinsic,central,,,CB1985,,TRdl_b,left,
720575940612512146,afferent,ascending,AN,AN_multi,AN_multi_114,,,left,CV
720575940638107445,afferent,sensory,mechanosensory,,JO-F,,,right,AN
720575940607253170,intrinsic,central,,,CB0011,,,right,
720575940622340137,afferent,sensory,mechanosensory,head_bristle,BM_Hau,,,left,MxLbN
720575940606856405,efferent,descending,,,DNge094,,LB7,left,CV
720575940622136022,afferent,sensory,gustatory,sugar/water,LB3,,,right,MxLbN
720575940632903737,efferent,descending,,,,DNp34,putative_primary,right,CV
720575940626097482,afferent,ascending,AN,SA_DMT_DMetaN,,,,right,CV
720575940632317009,intrinsic,central,,,CB2304,,LB19,right,
720575940642968717,intrinsic,central,,,,PLP246,putative_primary,left,
720575940631999685,intrinsic,visual_projection,,,,H2,,left,
720575940621521678,afferent,ascending,AN,SA_DMT_DMetaN,,,,right,CV
720575940634102639,intrinsic,central,mAL,,mAL,"mAL1,mAL2A,mAL2B,mAL3A,mAL3B,mAL4,mAL5A,mAL5B,mAL6",CREa1_ventral,right,
720575940606391218,intrinsic,central,,,,PS279,,left,
720575940615700274,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,right,MxLbN
720575940638719807,intrinsic,central,,,CB0516,,putative_primary,left,
720575940610727630,intrinsic,central,,,CB2126,hb-5813078030,VESa1,left,
720575940633178508,efferent,descending,,,DNge006,,putative_primary,right,CV
720575940620217582,intrinsic,central,,,CB2962,,TRdm,right,
720575940616071483,intrinsic,central,,,CB3388,,TRdm,right,
720575940629459718,intrinsic,central,,,,PS051,putative_primary,right,
720575940633664407,intrinsic,visual_projection,,,MTe39,,,left,
720575940613088426,efferent,descending,,,DNb07,PS067,putative_primary,left,CV
720575940630923551,intrinsic,central,,,CB3111,,MX7,right,
720575940630641731,intrinsic,central,,,CB1541,,DM6_central1,right,
720575940613590579,efferent,descending,,,DNge097,,MD3,left,CV
720575940635086234,afferent,sensory,mechanosensory,head_bristle,BM_Ant,,,left,AN
720575940625175054,intrinsic,central,,,CB2403,,putative_primary,left,
720575940622979848,intrinsic,central,,,,"LAL173,LAL174",,right,
720575940646684292,afferent,ascending,AN,AN_GNG,AN_GNG_190,,,left,CV
720575940621218985,afferent,sensory,mechanosensory,,JO-EDP,,,left,AN
720575940632539788,efferent,descending,,,DNbe001,PS103,putative_primary,right,CV
720575940617569931,intrinsic,central,,,,CL204,SMPpm1,left,
720575940623373606,intrinsic,central,,,CB1568,,TRdl_b,right,
720575940633711028,intrinsic,central,,,CB3502,,LB5,right,
720575940607128771,afferent,ascending,AN,AN_GNG,AN_GNG_164,,,left,CV
720575940628941762,afferent,sensory,mechanosensory,,JO-F,,,right,AN
720575940631714349,intrinsic,central,,,CB0420,,MX3,left,
720575940634826676,intrinsic,central,,,,WED119,putative_primary,left,
720575940639201443,efferent,descending,,,DNg02_a,,LB12,left,CV
720575940622929847,afferent,ascending,AN,SA_VTV_PDMN,SA_VTV_PDMN_1,,,left,CV
720575940618362863,intrinsic,central,,,,PS224,PSp2,right,
720575940628942340,intrinsic,central,,,CB3046,,DM4_ventral,left,
720575940649591673,intrinsic,central,,,,CRE100,putative_primary,left,
720575940623628509,intrinsic,central,,,,"SMP258,SMP259,SMP260,SMP263,SMP264,SMP265",SMPpv2_dorsal,left,
720575940625374472,intrinsic,central,,,,AVLP097,VLPl1_or_VLPl5,right,
720575940617918091,afferent,ascending,AN,AN_multi,AN_multi_128,,,left,CV
720575940615585442,intrinsic,central,,,CB2326,,LB3,left,
720575940612316514,intrinsic,central,,,,PS041,WEDd1,left,
720575940622123400,efferent,descending,,,DNge091,,LB7,left,CV
720575940614281266,afferent,sensory,gustatory,bitter,LB1a,,,left,MxLbN
720575940615015976,afferent,sensory,unknown_sensory,accessory_pharyngeal_nerve_sensory_group2,,,,right,aPhN
720575940630720763,intrinsic,central,,,CB0463,,putative_primary,right,
720575940618933595,intrinsic,central,,,CB0377,,putative_primary,left,
720575940613601698,afferent,sensory,gustatory,sugar/water,LB3,,,left,MxLbN
720575940630164992,intrinsic,central,,,CB0443,,putative_primary,right,
720575940605811657,afferent,ascending,AN,AN_GNG,AN_GNG_166,,,left,CV
720575940633388479,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940635197291,afferent,ascending,AN,AN_GNG,AN_GNG_70,,,right,CV
720575940629439043,afferent,ascending,AN,AN_SPS_IPS,AN_SPS_IPS_3,,,left,CV
720575940641305333,intrinsic,central,,,CB2690,,LB3,right,
720575940609239416,intrinsic,central,,,CB1319,,VESa1,left,
720575940620015787,afferent,ascending,AN,AN_GNG,AN_GNG_158,,,left,CV
720575940612921571,intrinsic,central,,,CB0526,,TRdm,right,
720575940625147645,intrinsic,central,mAL,,mAL,"mAL1,mAL2A,mAL2B,mAL3A,mAL3B,mAL4,mAL5A,mAL5B,mAL6",CREa1_ventral,left,
720575940622948028,afferent,ascending,AN,SA_DLV,SA_DLV,,,left,CV
720575940616971035,afferent,sensory,gustatory,,,,,left,MxLbN
720575940605494560,intrinsic,central,,,,SAD043,putative_primary,left,
720575940634203583,intrinsic,central,,,CB2621,,LB3,right,
720575940626859080,intrinsic,visual_centrifugal,,,cL18,PLP195,VLPp&l1_posterior,right,
720575940638197737,afferent,ascending,AN,AN_AVLP_GNG,AN_AVLP_GNG_23,,,right,CV
720575940630038991,intrinsic,central,,,CB2246,,LALa1_posterior,right,
720575940617973149,intrinsic,central,,,CB1941,,VESa1,left,
720575940626565455,afferent,sensory,mechanosensory,,JO-EDC,,,left,AN
720575940619153136,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_1,,,right,CV
720575940626665489,efferent,descending,,,DNpe054,DNp16/17,PSp2,left,CV
720575940622895288,intrinsic,central,,,CB1270,,WEDd1,right,
720575940618879910,intrinsic,central,,,CB3742,,MX3,right,
720575940614685243,intrinsic,central,,,,PS037,AOTUv1_ventral,left,
720575940623231245,intrinsic,central,,,CB1996,,LB3,left,
720575940618342966,intrinsic,central,,,,,LB0_anterior,center,
720575940624391667,afferent,sensory,mechanosensory,head_bristle,BM_Vib,,,right,MxLbN
720575940611775717,afferent,ascending,AN,AN_GNG_SAD,AN_GNG_SAD_12,,,right,CV
720575940625803336,intrinsic,central,,,CB3649,,VLPl1_or_VLPl5,right,
720575940619569835,intrinsic,central,,,,SAD014,VLPa2,right,
720575940628129129,intrinsic,central,,,CB0213,,putative_primary,left,
720575940637562469,afferent,ascending,AN,SA_VTV_pro_meso_meta,SA_VTV_3,,,right,CV
720575940630181852,intrinsic,central,,,CB0557,,putative_primary,right,
720575940633571020,intrinsic,central,,,CB2968,,TRdm,left,
720575940623781127,efferent,descending,,,DNp103,PVLP119,putative_primary,left,CV
720575940605344945,intrinsic,central,,,CB3372,,LB19,left,
720575940617794939,intrinsic,central,,,CB3103,,MX3,right,
720575940646163235,afferent,sensory,mechanosensory,head_bristle,BM_vOcci_vPoOr,,,right,MxLbN
720575940628517175,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940623934096,efferent,descending,,,DNge110,,LB7,left,CV
720575940641656283,afferent,sensory,mechanosensory,,JO-E,,,left,AN
720575940619872751,intrinsic,central,,,CB2640,,LALv1_ventral,left,
720575940627888144,intrinsic,central,,,,VES001,putative_primary,left,
720575940626557442,efferent,descending,,,DNge173,,MX12__prim,right,CV
720575940629377218,intrinsic,central,,,CB3615,,,right,
720575940654185377,intrinsic,central,,,CB3146,,TRdl_b,right,
720575940635202204,intrinsic,central,,,,VES041,putative_primary,right,
720575940619729286,intrinsic,central,,,CB0440,,VLPl&p2_posterior,left,
720575940610788069,afferent,sensory,gustatory,sugar/water,LB3,,,left,MxLbN
720575940611597298,intrinsic,central,,,CB0758,,,right,
720575940620383768,intrinsic,central,,,CB2957,,WEDa2,left,
720575940619767073,afferent,ascending,AN,,,,,left,CV
720575940617074393,efferent,descending,,,DNg12_a,,MX12,left,CV
720575940617735965,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,right,MxLbN
720575940624333802,efferent,descending,,,DNg37,,putative_primary,right,CV
720575940612289010,intrinsic,central,,,CB0212,,putative_primary,left,
720575940618291520,efferent,descending,,,DNge060,,putative_primary,right,CV
720575940626557436,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940611114262,intrinsic,central,,,,VES022,PSa1,left,
720575940619695750,intrinsic,central,mAL,,mAL,"mAL1,mAL2A,mAL2B,mAL3A,mAL3B,mAL4,mAL5A,mAL5B,mAL6",CREa1_ventral,left,
720575940608295689,afferent,sensory,gustatory,taste_peg,,,,right,MxLbN
720575940633294527,afferent,sensory,mechanosensory,head_bristle,BM_MaPa,,,left,MxLbN
720575940621786504,intrinsic,central,,,CB3742,,MX3,right,
720575940620769741,afferent,ascending,AN,AN_GNG_IPS,AN_GNG_IPS_5,,,left,CV
720575940627907883,afferent,sensory,gustatory,sugar/water,LB3,,,right,MxLbN
720575940621656541,intrinsic,central,,,,SMP554,putative_primary,right,
720575940624154604,efferent,descending,,,DNge087,,LB6,right,CV
720575940638714694,intrinsic,central,,,CB0756,,putative_primary,left,
720575940633183884,intrinsic,central,,,CB1021,,MX7,right,
720575940610584945,intrinsic,central,,,CB0880,,putative_primary,right,
720575940624113993,intrinsic,central,,,CB0091,,MX3,left,
720575940630689644,efferent,descending,,,DNpe030,,putative_primary,left,CV
720575940620380449,efferent,descending,,,DNae002,DNa04,WEDd1,right,CV
720575940616946065,intrinsic,central,,,,CL322,DM6_central2,right,
720575940615646109,afferent,ascending,AN,AN_GNG,AN_GNG_173,,,right,CV
720575940621894750,intrinsic,central,,,CB0870,,putative_primary,left,
720575940637659749,efferent,descending,,,DNge052,,putative_primary,left,CV
720575940612445938,afferent,sensory,gustatory,sugar/water,LB3,,,right,MxLbN
720575940635487845,afferent,ascending,AN,AN_multi,AN_multi_124,,,right,CV
720575940628434167,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940631083833,afferent,ascending,AN,AN_SAD_GNG,AN_SAD_GNG_1,,,right,CV
720575940632802785,intrinsic,central,,,,SMP460,SMPpm1,right,
720575940622991112,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940624226318,intrinsic,central,,,CB3745,,MX3,left,
720575940632975002,intrinsic,central,,,,,DM4_ventral,right,
720575940638301493,intrinsic,central,,,CB2351,,LB3,right,
720575940614554930,intrinsic,central,,,CB0980,,MD3,left,
720575940613408552,efferent,descending,,,DNa13_b,LAL041,WEDd1,left,CV
720575940614631197,intrinsic,central,,,CB1452,,VESa1,left,
720575940626405448,intrinsic,central,,,CB1978,,MD3,left,
720575940614889915,intrinsic,central,,,CB2392,,LB19,right,
720575940627419962,intrinsic,central,,,CB0727,,TRdm,left,
720575940642910152,intrinsic,central,,,CB0026,,putative_primary,left,
720575940622155619,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,right,MxLbN
720575940645805188,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,left,MxLbN
720575940616130646,intrinsic,central,,,CB0215,,LB7,right,
720575940646056500,intrinsic,central,,,CB2067,,MD3,left,
720575940629396796,afferent,sensory,mechanosensory,eye_bristle,BM_InOm,,,right,MxLbN
720575940625878861,intrinsic,central,,,,SAD044,LALv1_ventral,right,
